date,수온 (C),DO (mg/L),DO (%),pH,염도,ORP,탁도
2022-10-30 18:48:07,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2022-10-30 18:48:06,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2022-10-30 18:48:06,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2022-10-30 18:48:05,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2022-10-30 18:48:04,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2022-10-30 18:45:44,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2022-10-30 18:45:43,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2022-10-30 18:45:15,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2022-10-30 18:45:15,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2022-10-30 18:45:11,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2022-10-30 18:44:36,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2022-10-30 18:44:34,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2022-10-30 18:44:30,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2022-10-30 18:44:29,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2022-10-30 18:44:28,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2022-10-30 18:43:09,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2022-10-30 18:43:08,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2022-10-30 18:43:07,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2022-10-30 18:43:06,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2022-10-30 14:16:22,2.00,2.00,2.00,2.00,2.00,2.00,2.00
2022-10-30 14:16:06,2.00,2.00,2.00,2.00,2.00,2.00,2.00
2022-10-30 14:14:25,1.00,1.00,1.00,1.00,,,
2022-10-30 14:14:24,1.00,1.00,1.00,1.00,,,
2022-10-30 14:14:19,1.00,1.00,1.00,1.00,,,
2022-10-30 14:12:45,,,,,,,
2022-10-28 15:16:43,1.10,2.20,3.30,4.40,5.50,6.60,8.00
2022-10-28 15:16:39,1.10,2.20,3.30,4.40,5.50,6.60,7.70
2022-10-28 15:16:39,1.10,2.20,3.30,4.40,5.50,6.60,7.70
2022-10-28 15:16:39,1.10,2.20,3.30,4.40,5.50,6.60,7.70
2022-10-28 15:16:39,1.10,2.20,3.30,4.40,5.50,6.60,7.70
2022-10-28 15:16:39,1.10,2.20,3.30,4.40,5.50,6.60,7.70
2022-10-28 15:16:39,1.10,2.20,3.30,4.40,5.50,6.60,7.70
2022-10-28 15:16:37,1.10,2.20,3.30,4.40,5.50,6.60,7.70
2022-10-28 15:16:36,1.10,2.20,3.30,4.40,5.50,6.60,7.70
2022-10-28 15:16:36,1.10,2.20,3.30,4.40,5.50,6.60,7.70
2022-10-28 15:16:36,1.10,2.20,3.30,4.40,5.50,6.60,7.70
2022-10-28 15:16:36,1.10,2.20,3.30,4.40,5.50,6.60,7.70
2022-10-28 15:16:36,1.10,2.20,3.30,4.40,5.50,6.60,7.70
2022-10-28 15:16:36,1.10,2.20,3.30,4.40,5.50,6.60,7.70
2022-10-28 15:16:35,1.10,2.20,3.30,4.40,5.50,6.60,7.70
2022-10-28 15:16:35,1.10,2.20,3.30,4.40,5.50,6.60,7.70
2022-10-28 15:16:35,1.10,2.20,3.30,4.40,5.50,6.60,7.70
2022-10-28 15:16:33,1.10,2.20,3.30,4.40,5.50,6.60,7.70
2022-10-28 15:16:33,1.10,2.20,3.30,4.40,5.50,6.60,7.70
2022-10-28 15:16:33,1.10,2.20,3.30,4.40,5.50,6.60,7.70
2022-10-28 15:16:32,1.10,2.20,3.30,4.40,5.50,6.60,7.70
2022-10-28 15:16:32,1.10,2.20,3.30,4.40,5.50,6.60,7.70
2022-10-28 15:16:32,1.10,2.20,3.30,4.40,5.50,6.60,7.70
2022-10-28 15:16:32,1.10,2.20,3.30,4.40,5.50,6.60,7.70
2022-10-28 15:16:32,1.10,2.20,3.30,4.40,5.50,6.60,7.70
2022-10-28 15:16:30,1.10,2.20,3.30,4.40,5.50,6.60,7.70
2022-10-28 15:16:30,1.10,2.20,3.30,4.40,5.50,6.60,7.70
2022-10-28 15:16:29,1.10,2.20,3.30,4.40,5.50,6.60,7.70
2022-10-28 15:16:29,1.10,2.20,3.30,4.40,5.50,6.60,7.70
2022-10-28 15:16:29,1.10,2.20,3.30,4.40,5.50,6.60,7.70
2022-10-28 15:16:29,1.10,2.20,3.30,4.40,5.50,6.60,7.70
2022-10-28 15:16:29,1.10,2.20,3.30,4.40,5.50,6.60,7.70
2022-10-28 15:16:27,1.10,2.20,3.30,4.40,5.50,6.60,7.70
2022-10-28 15:16:27,1.10,2.20,3.30,4.40,5.50,6.60,7.70
2022-10-28 15:16:26,1.10,2.20,3.30,4.40,5.50,6.60,7.70
2022-10-28 15:16:26,1.10,2.20,3.30,4.40,5.50,6.60,7.70
2022-10-28 15:16:26,1.10,2.20,3.30,4.40,5.50,6.60,7.70
2022-10-28 15:16:25,1.10,2.20,3.30,4.40,5.50,6.60,7.70
2022-10-28 15:16:25,1.10,2.20,3.30,4.40,5.50,6.60,7.70
2022-10-28 15:16:25,1.10,2.20,3.30,4.40,5.50,6.60,7.70
2022-10-28 15:16:24,1.10,2.20,3.30,4.40,5.50,6.60,7.70
2022-10-28 15:16:24,1.10,2.20,3.30,4.40,5.50,6.60,7.70
2022-10-28 15:16:23,1.10,2.20,3.30,4.40,5.50,6.60,7.70
2022-10-28 15:16:23,1.10,2.20,3.30,4.40,5.50,6.60,7.70
2022-10-28 15:16:23,1.10,2.20,3.30,4.40,5.50,6.60,7.70
2022-10-28 15:16:23,1.10,2.20,3.30,4.40,5.50,6.60,7.70
2022-10-28 15:16:22,1.10,2.20,3.30,4.40,5.50,6.60,7.70
2022-10-28 15:16:22,1.10,2.20,3.30,4.40,5.50,6.60,7.70
2022-10-28 15:16:22,1.10,2.20,3.30,4.40,5.50,6.60,7.70
2022-10-28 15:16:22,1.10,2.20,3.30,4.40,5.50,6.60,7.70
2022-10-28 15:16:22,1.10,2.20,3.30,4.40,5.50,6.60,7.70
2022-10-28 15:16:22,1.10,2.20,3.30,4.40,5.50,6.60,7.70
2022-10-28 15:16:21,1.10,2.20,3.30,4.40,5.50,6.60,7.70
2022-10-28 15:16:21,1.10,2.20,3.30,4.40,5.50,6.60,7.70
2022-10-28 15:16:21,1.10,2.20,3.30,4.40,5.50,6.60,7.70
2022-10-28 15:16:20,1.10,2.20,3.30,4.40,5.50,6.60,7.70
2022-10-28 15:16:20,1.10,2.20,3.30,4.40,5.50,6.60,7.70
2022-10-28 15:03:27,122.00,2.00,3.00,4.00,5.00,6.00,7.00
2022-10-28 15:03:27,122.00,2.00,3.00,4.00,5.00,6.00,7.00
2022-10-28 15:03:26,122.00,2.00,3.00,4.00,5.00,6.00,7.00
2022-10-28 15:03:24,1.00,2.00,3.00,4.00,5.00,6.00,7.00
2022-10-28 15:03:23,1.00,2.00,3.00,4.00,5.00,6.00,7.00
2022-10-28 15:03:23,1.00,2.00,3.00,4.00,5.00,6.00,7.00
2022-10-28 15:03:22,1.00,2.00,3.00,4.00,5.00,6.00,7.00
2022-10-28 15:02:55,1.00,2.00,3.00,4.00,5.00,6.00,7.00
2022-10-28 15:02:55,1.00,2.00,3.00,4.00,5.00,6.00,7.00
2022-10-28 15:02:55,1.00,2.00,3.00,4.00,5.00,6.00,7.00
2022-10-28 15:02:54,1.00,2.00,3.00,4.00,5.00,6.00,7.00
2022-10-28 15:02:54,1.00,2.00,3.00,4.00,5.00,6.00,7.00
2022-10-28 15:02:53,1.00,2.00,3.00,4.00,5.00,6.00,7.00
2022-10-28 15:02:53,1.00,2.00,3.00,4.00,5.00,6.00,7.00
2022-10-28 15:02:46,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2022-10-28 15:02:45,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2022-10-28 15:02:44,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2022-10-28 15:02:11,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2022-10-28 15:02:10,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2022-10-28 15:02:10,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2022-10-28 15:02:09,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2022-10-28 15:02:07,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2022-10-28 15:01:41,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2022-10-28 15:01:39,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2022-10-28 15:01:37,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2022-10-28 15:01:35,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2022-10-28 15:00:49,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2022-10-28 15:00:09,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2022-10-28 15:00:08,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2022-10-28 15:00:07,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2022-10-28 15:00:06,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2022-10-28 14:59:12,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2022-10-28 14:59:10,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2022-10-28 14:59:08,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2022-10-28 14:58:45,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2022-10-28 14:58:43,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2022-10-28 14:58:40,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2022-10-28 14:58:38,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2022-10-28 14:57:53,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2022-10-28 14:57:51,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2022-10-28 14:57:47,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2022-10-28 14:56:41,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2022-10-28 14:56:38,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2022-10-28 14:56:23,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2022-10-28 14:50:39,1.00,2.00,3.00,4.00,5.00,6.00,7.00
2022-10-28 14:50:37,1.00,2.00,3.00,4.00,5.00,6.00,7.00
2022-10-28 14:50:32,1.00,2.00,3.00,4.00,5.00,6.00,7.00
2022-10-28 14:50:01,1.00,1.00,1.00,1.00,1.00,1.00,1.00
