date,수온 (C),DO (mg/L),DO (%),pH,염도,ORP,탁도
2022-10-30 14:16:22,2,2,2,2,2,2,2
2022-10-30 14:16:06,2,2,2,2,2,2,2
2022-10-30 14:14:25,1,1,1,1,,,
2022-10-30 14:14:24,1,1,1,1,,,
2022-10-30 14:14:19,1,1,1,1,,,
2022-10-30 14:12:45,,,,,,,
2022-10-28 15:16:43,1.1,2.2,3.3,4.4,5.5,6.6,8
2022-10-28 15:16:39,1.1,2.2,3.3,4.4,5.5,6.6,7.7
2022-10-28 15:16:39,1.1,2.2,3.3,4.4,5.5,6.6,7.7
2022-10-28 15:16:39,1.1,2.2,3.3,4.4,5.5,6.6,7.7
2022-10-28 15:16:39,1.1,2.2,3.3,4.4,5.5,6.6,7.7
2022-10-28 15:16:39,1.1,2.2,3.3,4.4,5.5,6.6,7.7
2022-10-28 15:16:39,1.1,2.2,3.3,4.4,5.5,6.6,7.7
2022-10-28 15:16:37,1.1,2.2,3.3,4.4,5.5,6.6,7.7
2022-10-28 15:16:36,1.1,2.2,3.3,4.4,5.5,6.6,7.7
2022-10-28 15:16:36,1.1,2.2,3.3,4.4,5.5,6.6,7.7
2022-10-28 15:16:36,1.1,2.2,3.3,4.4,5.5,6.6,7.7
2022-10-28 15:16:36,1.1,2.2,3.3,4.4,5.5,6.6,7.7
2022-10-28 15:16:36,1.1,2.2,3.3,4.4,5.5,6.6,7.7
2022-10-28 15:16:36,1.1,2.2,3.3,4.4,5.5,6.6,7.7
2022-10-28 15:16:35,1.1,2.2,3.3,4.4,5.5,6.6,7.7
2022-10-28 15:16:35,1.1,2.2,3.3,4.4,5.5,6.6,7.7
2022-10-28 15:16:35,1.1,2.2,3.3,4.4,5.5,6.6,7.7
2022-10-28 15:16:33,1.1,2.2,3.3,4.4,5.5,6.6,7.7
2022-10-28 15:16:33,1.1,2.2,3.3,4.4,5.5,6.6,7.7
2022-10-28 15:16:33,1.1,2.2,3.3,4.4,5.5,6.6,7.7
2022-10-28 15:16:32,1.1,2.2,3.3,4.4,5.5,6.6,7.7
2022-10-28 15:16:32,1.1,2.2,3.3,4.4,5.5,6.6,7.7
2022-10-28 15:16:32,1.1,2.2,3.3,4.4,5.5,6.6,7.7
2022-10-28 15:16:32,1.1,2.2,3.3,4.4,5.5,6.6,7.7
2022-10-28 15:16:32,1.1,2.2,3.3,4.4,5.5,6.6,7.7
2022-10-28 15:16:30,1.1,2.2,3.3,4.4,5.5,6.6,7.7
2022-10-28 15:16:30,1.1,2.2,3.3,4.4,5.5,6.6,7.7
2022-10-28 15:16:29,1.1,2.2,3.3,4.4,5.5,6.6,7.7
2022-10-28 15:16:29,1.1,2.2,3.3,4.4,5.5,6.6,7.7
2022-10-28 15:16:29,1.1,2.2,3.3,4.4,5.5,6.6,7.7
2022-10-28 15:16:29,1.1,2.2,3.3,4.4,5.5,6.6,7.7
2022-10-28 15:16:29,1.1,2.2,3.3,4.4,5.5,6.6,7.7
2022-10-28 15:16:27,1.1,2.2,3.3,4.4,5.5,6.6,7.7
2022-10-28 15:16:27,1.1,2.2,3.3,4.4,5.5,6.6,7.7
2022-10-28 15:16:26,1.1,2.2,3.3,4.4,5.5,6.6,7.7
2022-10-28 15:16:26,1.1,2.2,3.3,4.4,5.5,6.6,7.7
2022-10-28 15:16:26,1.1,2.2,3.3,4.4,5.5,6.6,7.7
2022-10-28 15:16:25,1.1,2.2,3.3,4.4,5.5,6.6,7.7
2022-10-28 15:16:25,1.1,2.2,3.3,4.4,5.5,6.6,7.7
2022-10-28 15:16:25,1.1,2.2,3.3,4.4,5.5,6.6,7.7
2022-10-28 15:16:24,1.1,2.2,3.3,4.4,5.5,6.6,7.7
2022-10-28 15:16:24,1.1,2.2,3.3,4.4,5.5,6.6,7.7
2022-10-28 15:16:23,1.1,2.2,3.3,4.4,5.5,6.6,7.7
2022-10-28 15:16:23,1.1,2.2,3.3,4.4,5.5,6.6,7.7
2022-10-28 15:16:23,1.1,2.2,3.3,4.4,5.5,6.6,7.7
2022-10-28 15:16:23,1.1,2.2,3.3,4.4,5.5,6.6,7.7
2022-10-28 15:16:22,1.1,2.2,3.3,4.4,5.5,6.6,7.7
2022-10-28 15:16:22,1.1,2.2,3.3,4.4,5.5,6.6,7.7
2022-10-28 15:16:22,1.1,2.2,3.3,4.4,5.5,6.6,7.7
2022-10-28 15:16:22,1.1,2.2,3.3,4.4,5.5,6.6,7.7
2022-10-28 15:16:22,1.1,2.2,3.3,4.4,5.5,6.6,7.7
2022-10-28 15:16:22,1.1,2.2,3.3,4.4,5.5,6.6,7.7
2022-10-28 15:16:21,1.1,2.2,3.3,4.4,5.5,6.6,7.7
2022-10-28 15:16:21,1.1,2.2,3.3,4.4,5.5,6.6,7.7
2022-10-28 15:16:21,1.1,2.2,3.3,4.4,5.5,6.6,7.7
2022-10-28 15:16:20,1.1,2.2,3.3,4.4,5.5,6.6,7.7
2022-10-28 15:16:20,1.1,2.2,3.3,4.4,5.5,6.6,7.7
2022-10-28 15:03:27,122,2,3,4,5,6,7
2022-10-28 15:03:27,122,2,3,4,5,6,7
2022-10-28 15:03:26,122,2,3,4,5,6,7
2022-10-28 15:03:24,1,2,3,4,5,6,7
2022-10-28 15:03:23,1,2,3,4,5,6,7
2022-10-28 15:03:23,1,2,3,4,5,6,7
2022-10-28 15:03:22,1,2,3,4,5,6,7
2022-10-28 15:02:55,1,2,3,4,5,6,7
2022-10-28 15:02:55,1,2,3,4,5,6,7
2022-10-28 15:02:55,1,2,3,4,5,6,7
2022-10-28 15:02:54,1,2,3,4,5,6,7
2022-10-28 15:02:54,1,2,3,4,5,6,7
2022-10-28 15:02:53,1,2,3,4,5,6,7
2022-10-28 15:02:53,1,2,3,4,5,6,7
2022-10-28 15:02:46,1,1,1,1,1,1,1
2022-10-28 15:02:45,1,1,1,1,1,1,1
2022-10-28 15:02:44,1,1,1,1,1,1,1
2022-10-28 15:02:11,1,1,1,1,1,1,1
2022-10-28 15:02:10,1,1,1,1,1,1,1
2022-10-28 15:02:10,1,1,1,1,1,1,1
2022-10-28 15:02:09,1,1,1,1,1,1,1
2022-10-28 15:02:07,1,1,1,1,1,1,1
2022-10-28 15:01:41,1,1,1,1,1,1,1
2022-10-28 15:01:39,1,1,1,1,1,1,1
2022-10-28 15:01:37,1,1,1,1,1,1,1
2022-10-28 15:01:35,1,1,1,1,1,1,1
2022-10-28 15:00:49,1,1,1,1,1,1,1
2022-10-28 15:00:09,1,1,1,1,1,1,1
2022-10-28 15:00:08,1,1,1,1,1,1,1
2022-10-28 15:00:07,1,1,1,1,1,1,1
2022-10-28 15:00:06,1,1,1,1,1,1,1
2022-10-28 14:59:12,1,1,1,1,1,1,1
2022-10-28 14:59:10,1,1,1,1,1,1,1
2022-10-28 14:59:08,1,1,1,1,1,1,1
2022-10-28 14:58:45,1,1,1,1,1,1,1
2022-10-28 14:58:43,1,1,1,1,1,1,1
2022-10-28 14:58:40,1,1,1,1,1,1,1
2022-10-28 14:58:38,1,1,1,1,1,1,1
2022-10-28 14:57:53,1,1,1,1,1,1,1
2022-10-28 14:57:51,1,1,1,1,1,1,1
2022-10-28 14:57:47,1,1,1,1,1,1,1
2022-10-28 14:56:41,1,1,1,1,1,1,1
2022-10-28 14:56:38,1,1,1,1,1,1,1
2022-10-28 14:56:23,1,1,1,1,1,1,1
2022-10-28 14:50:39,1,2,3,4,5,6,7
2022-10-28 14:50:37,1,2,3,4,5,6,7
2022-10-28 14:50:32,1,2,3,4,5,6,7
2022-10-28 14:50:01,1,1,1,1,1,1,1
2022-10-18 12:58:40,5,1,0,2,3,4,6
2022-10-18 12:58:40,5,1,0,2,3,4,6
2022-10-18 12:58:39,5,1,0,2,3,4,6
2022-10-18 12:58:39,5,1,0,2,3,4,6
2022-10-18 12:58:38,5,1,0,2,3,4,6
2022-10-18 12:58:38,5,1,0,2,3,4,6
2022-10-18 12:58:37,5,1,0,2,3,4,6
2022-10-18 12:58:37,5,1,0,2,3,4,6
2022-10-18 12:58:36,5,1,0,2,3,4,6
2022-10-18 12:58:36,5,1,0,2,3,4,6
2022-10-18 12:58:35,5,1,0,2,3,4,6
2022-10-18 12:58:35,5,1,0,2,3,4,6
2022-10-18 12:58:34,5,1,0,2,3,4,6
2022-10-18 12:58:34,5,1,0,2,3,4,6
2022-10-18 12:58:33,5,1,0,2,3,4,6
2022-10-18 12:58:33,5,1,0,2,3,4,6
2022-10-18 12:58:32,5,1,0,2,3,4,6
2022-10-18 12:58:32,5,1,0,2,3,4,6
2022-10-18 12:58:31,5,1,0,2,3,4,6
2022-10-18 12:58:31,5,1,0,2,3,4,6
2022-10-18 12:58:29,5,1,0,2,3,4,6
2022-10-14 19:08:17,1,1,0,1,1,1,1
2022-10-14 19:08:17,1,1,0,1,1,1,1
2022-10-14 19:08:16,1,1,0,1,1,1,1
2022-10-14 19:08:16,1,1,0,1,1,1,1
2022-10-14 19:08:16,1,1,0,1,1,1,1
2022-10-14 19:08:15,1,1,0,1,1,1,1
2022-10-14 19:08:15,1,1,0,1,1,1,1
2022-10-14 19:08:14,1,1,0,1,1,1,1
2022-10-14 19:08:14,1,1,0,1,1,1,1
2022-10-14 19:08:13,1,1,0,1,1,1,1
2022-10-14 19:08:10,1,1,0,1,1,1,1
2022-10-14 19:08:09,1,1,0,1,1,1,1
2022-10-14 19:08:08,1,1,0,1,1,1,1
2022-10-14 19:08:08,1,1,0,1,1,1,1
2022-10-14 19:08:07,1,1,0,1,1,1,1
2022-10-14 19:08:07,1,1,0,1,1,1,1
2022-10-14 19:08:06,1,1,0,1,1,1,1
2022-10-14 19:08:06,1,1,0,1,1,1,1
2022-10-14 19:08:05,1,1,0,1,1,1,1
2022-10-14 19:08:04,1,1,0,1,1,1,1
2022-10-14 19:08:03,1,1,0,1,1,1,1
2022-10-14 19:08:03,1,1,0,1,1,1,1
2022-10-14 19:08:02,1,1,0,1,1,1,1
2022-10-14 19:08:00,1,1,0,1,1,1,1
